ncbi_id	gene_symbol	entrez_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NM_007376	Pzp	11287	0.190729724862734	0.0706065436337404	7.1393047466584	0.0098898346742781	0.992109182236652	NA
NR_033223	Aanat	11298	0.387586397866636	0.31080194808923	4.8212089991483	0.0644655620911965	0.948599527522255	NA
NM_007377	Aatk	11302	361.421988487848	-0.272257818368042	0.264710579836274	-1.02851128404628	0.303709385637958	0.644941694852396
NM_013454	Abca1	11303	234.379867419116	-0.175164911809887	0.332897282216348	-0.526183063567483	0.598761020290877	0.837687820224453
NM_007378	Abca4	11304	1.92634792859501	1.0321965932152	2.4748086420931	0.417081375771423	0.676618886978518	NA
NM_007379	Abca2	11305	1179.83687354829	-0.248645453819526	0.135516637174505	-1.83479651652914	0.0665358449656526	0.347568959954848
NM_009592	Abcb7	11306	1640.64172787995	0.31581813107907	0.149313576943137	2.11513338267519	0.0344185807362682	0.253942426668711
NM_009593	Abcg1	11307	1128.82878322528	-0.0792316230197923	0.204096960795247	-0.388205795476193	0.697863744675265	0.885150092216453
NM_145994	Abi1	11308	2923.77053467856	0.0670494535155549	0.0632483357052974	1.06009830563714	0.289099878563674	0.632212528871846
NM_009594	Abl1	11350	1563.04411250769	-0.282069738454206	0.157421999578749	-1.79180634986854	0.0731639913178766	0.364257300836337
NM_009595	Abl2	11352	348.337931014831	-0.202285290331243	0.127635952086522	-1.58486137349544	0.112997834323909	0.43262949154599
NM_009596	Scgb1b27	11354	0	NA	NA	NA	NA	NA
NM_007381	Acadl	11363	1493.13327661002	0.228834641733358	0.108668052379856	2.10581340809764	0.0352205636893435	0.255855369302255
NM_007382	Acadm	11364	497.664782835954	0.353460858302485	0.153211415182947	2.30701385977293	0.0210540474672124	0.202041536261069
NM_017366	Acadvl	11370	213.026142918556	0.215925893197848	0.139263263426763	1.55048709821022	0.121024647793272	0.445363328439223
NM_007383	Acads	11409	609.007011900916	-0.0657916963338758	0.129354342860105	-0.508616060962317	0.6110213689405	0.843820923638249
NM_015728	Slc33a1	11416	583.611075143757	0.0772000319133514	0.110513585928302	0.698556935465262	0.484828964614595	0.774449812480691
NM_007384	Asic2	11418	0	NA	NA	NA	NA	NA
NM_001289791	Asic1	11419	7.93337637441185	0.373800303363546	0.62499493343612	0.598085333761752	0.549782995744607	0.810001275889656
NM_207624	Ace	11421	193.582611706988	-0.794986506054635	0.692608785529444	-1.14781464322161	0.251045090979388	0.595078837514971
NM_009599	Ache	11423	29.7424547210376	-1.09292292015666	1.25383822145222	-0.871661831213611	0.383392888574946	0.705165683145393
NM_007385	Apoc4	11425	2.76520285216712	-1.35715445134835	1.77990416546725	-0.762487373016554	0.445769176545498	NA
NM_001199137	Macf1	11426	2875.71563238446	0.151017026930891	0.142924685369248	1.05661962131129	0.290685221924266	0.633869643181829
NM_007386	Aco1	11428	1278.6387733183	-0.0294201831019033	0.0951602228483251	-0.309164714218837	0.75719623386297	0.907521274040686
NM_080633	Aco2	11429	2818.15519347684	-0.0837507010543272	0.0890052873316799	-0.940963212019401	0.346723711890634	0.680204360007861
NM_015729	Acox1	11430	902.477725450116	0.139316149155373	0.0743433417267278	1.87395597130236	0.0609364938695277	0.333040096253398
NM_021330	Acp1	11431	118.719711445888	0.227663196136463	0.17994267701579	1.26519845048479	0.20580019779403	0.552482239642023
NM_007387	Acp2	11432	633.862705090107	-0.182649105855392	0.121102966662486	-1.50821330714743	0.131499942571903	0.462950817643973
NM_007388	Acp5	11433	272.759241683597	0.249119656241097	0.26748009855126	0.931357725641615	0.351668550826251	0.684296298884679
NM_013455	Acr	11434	0.116866469999164	0.0705227808715277	7.13930474674713	0.0098781020523966	0.992118543057256	NA
NM_007389	Chrna1	11435	0.0622762958948635	0.0704773430150679	7.13930474680028	0.00987173758714456	0.992123620918231	NA
NM_015730	Chrna4	11438	0.0244494929979105	0.0704493283359446	7.13930474680028	0.00986781358051969	0.992126751670042	NA
NM_021369	Chrna6	11440	0.0245407127824318	0.0704416428777034	7.1393047468044	0.00986673708097886	0.992127610550593	NA
NM_007390	Chrna7	11441	0	NA	NA	NA	NA	NA
NM_009601	Chrnb1	11443	12.5050705701347	0.0913929684123492	0.480098137576323	0.190363097165358	0.849024613075971	0.948996409453304
NM_009602	Chrnb2	11444	19.5845495474496	0.132004162684042	0.391362093255882	0.337294196241267	0.735895134364473	0.898514981731256
NM_021600	Chrnd	11447	0.45407303286883	-0.44736420935132	6.61106799215747	-0.0676689772185093	0.946049145278131	NA
NM_009603	Chrne	11448	1.52945809243945	-1.51141854197353	1.19526566529958	-1.2645042736961	0.206049087746825	NA
NM_009604	Chrng	11449	0.0568942725422315	0.0704766611352802	7.1393047468044	0.00987164207646773	0.992123697121012	NA
NM_009605	Adipoq	11450	1.03093109166697	0.310848972398557	1.83418303313822	0.169475437719378	0.865422690751804	NA
NM_007391	Acrv1	11451	0.0258006223876325	0.0704416428777034	7.1393047468044	0.00986673708097886	0.992127610550593	NA
NM_009606	Acta1	11459	9.14542593818577	0.214482505478178	0.479152362506673	0.44762902629994	0.654420951208249	0.863699146126767
NM_007393	Actb	11461	163729.066519815	-0.206064350425272	0.131219342190041	-1.57038091325619	0.116326520186387	0.438276909005208
NM_009608	Actc1	11464	0.588627915969119	1.49260062509756	2.29785355748241	0.64956298900653	0.51597454664259	NA
NM_009609	Actg1	11465	238.181517060721	0.0571391096304999	0.175784975200556	0.325051157331899	0.745142354117433	0.902160047351992
NM_009610	Actg2	11468	0.75255782988279	-0.976570200389118	1.91451025089835	-0.510088781154804	0.609989264568227	NA
NM_009611	Actl7a	11470	0.499165002467146	0.0704701469455352	3.55005266898556	0.0198504511105387	0.984162671631984	NA
NM_025271	Actl7b	11471	0.529605634403324	0.310840672399035	2.96997238477112	0.104661132202073	0.916644704528542	NA
NM_033268	Actn2	11472	0.703317869614233	-2.06704563819187	3.28744690474874	-0.628769284518634	0.52950011150934	NA
NM_013456	Actn3	11474	2.31244983582334	-1.29672551145931	1.34731281842092	-0.962453183648249	0.335822009310133	NA
NM_007392	Acta2	11475	365.024970006914	0.386099627648328	0.290226648268465	1.33033830611991	0.18340683146778	0.53063052361816
NM_007394	Acvr1	11477	78.2401068093174	0.159608913538786	0.325916440158492	0.489723419478836	0.624329627314637	0.848308615227097
NM_007395	Acvr1b	11479	459.034904066383	-0.0422952108551053	0.156387619684446	-0.270451145304514	0.786813197246524	0.922024922744553
NM_007396	Acvr2a	11480	41.4450014623725	0.634569847918953	0.359791962283963	1.7637132410927	0.0777802706849376	0.372649371548286
NM_007397	Acvr2b	11481	103.636814520189	0.554980037704699	0.213073726197281	2.60463853338189	0.00919712319008858	0.13233826761611
NM_009612	Acvrl1	11482	729.753508349507	-0.457475288431605	0.405497115453619	-1.12818382917432	0.259242291784778	0.604059062631204
NM_023113	Aspa	11484	3.31227894046272	0.0704496739764469	2.10827038481866	0.0334158628246854	0.973342960022076	NA
NM_007398	Ada	11486	306.854680083337	-0.4874863817657	0.153086893703824	-3.18437698989984	0.00145065951498677	0.0445559708174507
NM_007399	Adam10	11487	4229.76654414617	0.173193328158417	0.0993251595091333	1.7437004784522	0.0812113319118702	0.379322113453329
NM_009613	Adam11	11488	6.12814674277588	-0.893921988454949	0.722113872232969	-1.237923854988	0.215744296137553	0.563065906168628
NM_007400	Adam12	11489	0.127408174340598	-0.447789251749761	7.13564575893644	-0.0627538511407975	0.949962514848794	NA
NM_009614	Adam15	11490	3905.09495467481	-0.097541900903575	0.185177101216814	-0.526749259290803	0.598367723253184	0.837492956666901
NR_120376	Adam17	11491	1378.99823226189	-0.0546360616185677	0.0963888074514113	-0.566829936620071	0.570829729328897	0.822169291342364
NM_009616	Adam19	11492	439.311617628441	0.260058285517667	0.474207598075631	0.548405986266358	0.583413166941526	0.827898142759195
NM_009618	Adam2	11495	0	NA	NA	NA	NA	NA
NM_001310440	Adam22	11496	14.9990057815705	-0.0687624126966192	0.552732681872711	-0.124404463408325	0.900995039514882	0.968229937675805
NM_009619	Adam3	11497	102.775282062119	-0.0798134478957947	0.281136957919999	-0.283895253353729	0.776490654183388	0.917306273413455
NM_009620	Adam4	11498	3.22706846400523	0.725380095693403	0.974355625135013	0.744471604598054	0.456591213663857	NA
NM_007401	Adam5	11499	0	NA	NA	NA	NA	NA
NM_007402	Adam7	11500	0	NA	NA	NA	NA	NA
NM_007403	Adam8	11501	1892.16705176337	0.243536961071141	0.333310717468041	0.730660456768817	0.464986574552529	0.759922943753689
NM_007404	Adam9	11502	750.263589310021	0.165043801625125	0.134690300134295	1.22535773890596	0.220440462526039	0.566187598395912
NM_009621	Adamts1	11504	0.194725636527307	-1.36468025509237	7.13715112753454	-0.191207980706411	0.848362651273299	NA
NM_007405	Adcy6	11512	28.5286139661227	-1.4132100125147	1.44820177267058	-0.975837786683998	0.329144856122255	0.666502017808697
NM_007406	Adcy7	11513	2312.69987079285	-0.155835322759567	0.102809350892801	-1.51576993149248	0.129577537672177	0.460415402775451
NM_009623	Adcy8	11514	0.224701471662912	0.0705797207574455	7.1393047466734	0.00988607760305126	0.992112179799236	NA
