ncbi_id	gene_symbol	entrez_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NM_007376	Pzp	11287	0.190729724862734	0.766317738203644	7.63380214917071	0.100384804744631	0.920038832883944	NA
NR_033223	Aanat	11298	0.387586397866636	0.766329887252911	5.15457092010374	0.148669966740411	0.881814060892116	NA
NM_007377	Aatk	11302	361.421988487848	0.0695159137234024	0.29340135526779	0.236931126851663	0.812710221663078	0.919952952887919
NM_013454	Abca1	11303	234.379867419116	-1.91893705708158	0.344880360673191	-5.5640659077713	2.6356032810258e-08	1.64529491949185e-06
NM_007378	Abca4	11304	1.92634792859501	-2.0380511348414	2.581576299226	-0.789459965003723	0.429843220117368	NA
NM_007379	Abca2	11305	1179.83687354829	-0.147230279555891	0.146666063026781	-1.00384694671328	0.315452391811806	0.547515110896591
NM_009592	Abcb7	11306	1640.64172787995	-0.0920323013636983	0.158993450675322	-0.578843348407072	0.562694878754291	0.761819027387976
NM_009593	Abcg1	11307	1128.82878322528	-1.04381727646962	0.216418386180101	-4.82314508898043	1.41312100760598e-06	4.64048330883109e-05
NM_145994	Abi1	11308	2923.77053467856	-0.459238675670043	0.0669128828466807	-6.86323255152986	6.73195003682408e-12	1.63249788392984e-09
NM_009594	Abl1	11350	1563.04411250769	-0.172333039382318	0.168453084334048	-1.02303285252157	0.306292312985303	0.538381107714619
NM_009595	Abl2	11352	348.337931014831	-0.203763110786541	0.12903222159036	-1.57916455498558	0.114298317712568	0.286541110607453
NM_009596	Scgb1b27	11354	0	NA	NA	NA	NA	NA
NM_007381	Acadl	11363	1493.13327661002	0.0217139840223492	0.115914615805319	0.187327403636641	0.851403938284052	0.941475654523773
NM_007382	Acadm	11364	497.664782835954	-0.127376898833684	0.15992057920893	-0.796500984824921	0.425740903328951	0.654169331445618
NM_017366	Acadvl	11370	213.026142918556	-0.253796258780177	0.14375285642982	-1.76550410950672	0.077479080180382	0.221699256222253
NM_007383	Acads	11409	609.007011900916	-0.322039125436153	0.138837064416272	-2.31954721017862	0.0203653844146775	0.0869649500403261
NM_015728	Slc33a1	11416	583.611075143757	-0.197685804254028	0.117281239437843	-1.68557055844211	0.0918785439233305	0.248677492782399
NM_007384	Asic2	11418	0	NA	NA	NA	NA	NA
NM_001289791	Asic1	11419	7.93337637441185	0.259765837515061	0.532448720544566	0.487870150668	0.62564181849229	0.805940299806654
NM_207624	Ace	11421	193.582611706988	-1.38718410881516	0.717262033970207	-1.93399907302606	0.0531132418209221	0.170595511808922
NM_009599	Ache	11423	29.7424547210376	0.697921241103781	1.62525703286522	0.429422071088282	0.667616094619151	0.830615206328503
NM_007385	Apoc4	11425	2.76520285216712	0.678593536057872	1.82272094214762	0.372296998606007	0.709671733043503	NA
NM_001199137	Macf1	11426	2875.71563238446	-0.792751068953307	0.152144070980983	-5.21052883521433	1.88303109959969e-07	8.72978756101182e-06
NM_007386	Aco1	11428	1278.6387733183	-0.237741891283415	0.101444187571794	-2.3435733182363	0.0191000078169588	0.0830234741716132
NM_080633	Aco2	11429	2818.15519347684	0.0369158506315473	0.0955016874314175	0.38654657969324	0.699091912475266	0.851250387824749
NM_015729	Acox1	11430	902.477725450116	-0.155692179282618	0.0748518082962495	-2.08000558472038	0.0375250206302759	0.133631886514481
NM_021330	Acp1	11431	118.719711445888	-0.0375394650604097	0.186294052820704	-0.201506513450212	0.840302536894136	0.93648084318295
NM_007387	Acp2	11432	633.862705090107	-0.188780968403411	0.127514150529402	-1.48047073693113	0.138747664571346	0.325447926012773
NM_007388	Acp5	11433	272.759241683597	-0.930776729875527	0.277516794326141	-3.35394739671742	0.000796675065447287	0.00748589610677368
NM_013455	Acr	11434	0.116866469999164	-1.15721959937503	7.63380214917071	-0.151591510594854	0.879509129585238	NA
NM_007389	Chrna1	11435	0.0622762958948635	-0.195450930585695	7.63380214917071	-0.0256033529251118	0.979573711700495	NA
NM_015730	Chrna4	11438	0.0244494929979105	-0.195450930585695	7.63380214917071	-0.0256033529251119	0.979573711700495	NA
NM_021369	Chrna6	11440	0.0245407127824318	-0.195450930585693	7.63380214917071	-0.0256033529251116	0.979573711700496	NA
NM_007390	Chrna7	11441	0	NA	NA	NA	NA	NA
NM_009601	Chrnb1	11443	12.5050705701347	-0.494811290506524	0.471736912733787	-1.04891365748552	0.294217859105078	0.525045507952933
NM_009602	Chrnb2	11444	19.5845495474496	-0.640612881410089	0.424900177677207	-1.50767854443393	0.131636819382326	0.313815801208209
NM_021600	Chrnd	11447	0.45407303286883	-0.195451736672826	7.07298637447915	-0.0276335519856306	0.977954421262027	NA
NM_009603	Chrne	11448	1.52945809243945	0.687941261833763	1.08770084969453	0.632472855038189	0.527077940629318	NA
NM_009604	Chrng	11449	0.0568942725422315	-0.195450930585694	7.63380214917071	-0.0256033529251117	0.979573711700496	NA
NM_009605	Adipoq	11450	1.03093109166697	-0.184630821614418	1.77998536388935	-0.103726033573103	0.917386766284839	NA
NM_007391	Acrv1	11451	0.0258006223876325	-0.195450930585693	7.63380214917071	-0.0256033529251116	0.979573711700496	NA
NM_009606	Acta1	11459	9.14542593818577	0.248188954666222	0.660321208177485	0.375860947055197	0.70702027498774	0.856274074874703
NM_007393	Actb	11461	163729.066519815	-0.281426361032951	0.140272884463799	-2.00627770726123	0.0448266271135653	0.150857690926624
NM_009608	Actc1	11464	0.588627915969119	-2.01937206319982	2.59633356189631	-0.777778361315375	0.43669968665171	NA
NM_009609	Actg1	11465	238.181517060721	-0.343201231749204	0.181352938372783	-1.89244924746535	0.0584311497083245	0.182515927129545
NM_009610	Actg2	11468	0.75255782988279	-2.05073288610056	1.92951315014732	-1.06282400093723	0.287861773113885	NA
NM_009611	Actl7a	11470	0.499165002467146	-0.19545521810126	3.79535824740212	-0.0514984898290028	0.958928305198339	NA
NM_025271	Actl7b	11471	0.529605634403324	-0.195455640604313	3.17514663246447	-0.0615579887258956	0.950914833597664	NA
NM_033268	Actn2	11472	0.703317869614233	-0.195455374424055	3.5784355452567	-0.0546203423121973	0.956440932127779	NA
NM_013456	Actn3	11474	2.31244983582334	-0.609468700437667	1.31908974486851	-0.462037327489357	0.644054552424106	NA
NM_007392	Acta2	11475	365.024970006914	-1.72488692264831	0.302848487763776	-5.69554411641552	1.2297907971586e-08	8.95316016981379e-07
NM_007394	Acvr1	11477	78.2401068093174	-0.403622992401949	0.245265875020662	-1.64565491374593	0.0998348264375849	0.262712262391057
NM_007395	Acvr1b	11479	459.034904066383	-0.399403396062448	0.165668405989746	-2.41086037905845	0.0159149396567334	0.0727919438053712
NM_007396	Acvr2a	11480	41.4450014623725	0.421198859237041	0.375879757134113	1.12056808392254	0.26247175678172	0.489808184936762
NM_007397	Acvr2b	11481	103.636814520189	-0.335491632286602	0.222405466710265	-1.50846846190007	0.131434672554905	0.313662229545298
NM_009612	Acvrl1	11482	729.753508349507	-1.03598676994294	0.42689253571824	-2.42680928632287	0.0152322607142236	0.070643180436322
NM_023113	Aspa	11484	3.31227894046272	-0.195456129405807	2.25387612202657	-0.0867199964965524	0.930894081389893	NA
NM_007398	Ada	11486	306.854680083337	0.283822985766319	0.160085895242146	1.77294186559664	0.0762383404356842	0.219767903910439
NM_007399	Adam10	11487	4229.76654414617	-0.278181998318655	0.10592017972632	-2.62633616216883	0.00863095315804524	0.0462278992932108
NM_009613	Adam11	11488	6.12814674277588	-0.910057093831022	1.17380488876244	-0.775305250935282	0.438159307310896	0.664606345908934
NM_007400	Adam12	11489	0.127408174340598	-0.195450930585693	7.63380214917071	-0.0256033529251116	0.979573711700496	NA
NM_009614	Adam15	11490	3905.09495467481	-0.392118500682241	0.197766537772746	-1.98273431440068	0.0473971145201514	0.156788461201235
NR_120376	Adam17	11491	1378.99823226189	-0.355571724181462	0.100655480186765	-3.53256199783364	0.00041155371328121	0.00449713373004858
NM_009616	Adam19	11492	439.311617628441	-1.60933704933716	0.505267789757748	-3.18511704478285	0.0014469547255556	0.0117868857165737
NM_009618	Adam2	11495	0	NA	NA	NA	NA	NA
NM_001310440	Adam22	11496	14.9990057815705	-0.186644752024971	0.487224920649065	-0.383077186972146	0.701662533973117	0.852651494015708
NM_009619	Adam3	11497	102.775282062119	0.0950260341577819	0.295149285694183	0.321959221193043	0.747483587703067	0.885464353305371
NM_009620	Adam4	11498	3.22706846400523	-1.16386767307604	0.889791954765206	-1.30802224817054	0.190865763253607	NA
NM_007401	Adam5	11499	0	NA	NA	NA	NA	NA
NM_007402	Adam7	11500	0	NA	NA	NA	NA	NA
NM_007403	Adam8	11501	1892.16705176337	-1.44290914629969	0.345665393655146	-4.17429448473865	2.98910909660128e-05	0.000543121984267177
NM_007404	Adam9	11502	750.263589310021	-0.664072665001973	0.140918377444151	-4.7124631793689	2.44740313040901e-06	7.193881928778e-05
NM_009621	Adamts1	11504	0.194725636527307	-1.18934026967907	7.60664404467729	-0.156355452245896	0.875752849189999	NA
NM_007405	Adcy6	11512	28.5286139661227	0.223681779403679	0.723496977890134	0.309167537998543	0.757194085957625	0.891024395663088
NM_007406	Adcy7	11513	2312.69987079285	-0.311700713764792	0.109373239946753	-2.84988095732137	0.00437355949254293	0.0277696803630243
NM_009623	Adcy8	11514	0.224701471662912	-0.195450930585693	7.63380214917071	-0.0256033529251116	0.979573711700496	NA
NM_009624	Adcy9	11515	278.999077916628	-0.757271693692708	0.136136011725639	-5.56261112760429	2.65767680990862e-08	1.65090170310087e-06
NM_009625	Adcyap1	11516	0.0499051627672916	-0.195450930585692	7.63380214917071	-0.0256033529251114	0.979573711700496	NA
NM_007407	Adcyap1r1	11517	2.05783461718124	-0.195453190578635	5.92880700461335	-0.0329666980939922	0.973701144269769	NA
NM_013457	Add1	11518	4207.07174401755	-0.429212593685783	0.110465856635743	-3.88547743852742	0.0001021289778826	0.00148198666409619
NM_013458	Add2	11519	98.2311950745339	-0.518653009216901	0.853247563741259	-0.607857591696774	0.543281928395849	0.746543453008777
NM_007408	Plin2	11520	2417.6489316224	-0.494983354710089	0.221164866309163	-2.23807408007635	0.0252162246245215	0.101519616897223
NM_007409	Adh1	11522	0.117892313186372	-0.195450930585693	7.63380214917071	-0.0256033529251116	0.979573711700496	NA
NM_009626	Adh7	11529	0	NA	NA	NA	NA	NA
NM_007410	Adh5	11532	1008.54934460665	0.0463402114535935	0.114933722038253	0.403190731421457	0.686807917617849	0.842816581050251
NM_134079	Adk	11534	316.831193725162	0.317660052177138	0.221144209398911	1.43643848075681	0.150877609975688	0.343671723589854
NM_009627	Adm	11535	0.1962563263525	-0.195450930585693	7.63380214917071	-0.0256033529251115	0.979573711700496	NA
NM_007412	Gpr182	11536	1.44136316515659	-0.195858263863408	1.70557365503402	-0.114834245525152	0.908576504594817	NA
NM_013459	Cfd	11537	1.2204242134767	-1.69396946202495	1.76922628330528	-0.957463427945612	0.338333397195445	NA
NM_009628	Adnp	11538	207.518883305688	0.196151937816184	0.215412934646787	0.910585699683331	0.362513708096632	0.594679050227466
NM_001291930	Adora1	11539	0.230061263152068	-1.15721959937503	7.63380214917071	-0.151591510594854	0.879509129585239	NA
NM_009630	Adora2a	11540	25.680255961917	-2.8846718616755	0.667517830249122	-4.32149034970185	1.54978831255555e-05	0.000324631737895773
NM_007413	Adora2b	11541	157.410120606488	-0.807800937891305	0.208044514169958	-3.88282738967771	0.000103248863031008	0.00149651512967933
NM_009631	Adora3	11542	90.9380314352531	-0.0428546856469073	0.311359452149299	-0.137637336368251	0.890527046181463	0.959708234539634
NM_007414	Adprh	11544	1378.39027655416	-0.0644775654185078	0.115159951470602	-0.559895732805753	0.575550559549275	0.771112269624842
NM_007415	Parp1	11545	2158.95489841933	0.16623125322057	0.0706348774998095	2.35338771870905	0.0186032252603192	0.0815778548469991
NM_009632	Parp2	11546	922.021297437463	0.195307823334801	0.0806595049810078	2.42138633730505	0.0154614354079713	0.0712084369958063
NM_007416	Adra1b	11548	0.0216811156358342	-0.195450930585693	7.63380214917071	-0.0256033529251116	0.979573711700496	NA
NM_013461	Adra1a	11549	0	NA	NA	NA	NA	NA
NM_013460	Adra1d	11550	0	NA	NA	NA	NA	NA
NM_007417	Adra2a	11551	0.279084726936405	-1.15721959937503	7.63380214917071	-0.151591510594854	0.879509129585239	NA
NM_009633	Adra2b	11552	0.0537681402135319	-0.195450930585694	7.63380214917071	-0.0256033529251116	0.979573711700496	NA
NM_007418	Adra2c	11553	0	NA	NA	NA	NA	NA
NM_007419	Adrb1	11554	0.200617697427033	-1.15721959937503	7.63380214917071	-0.151591510594854	0.879509129585239	NA
NM_007420	Adrb2	11555	756.351256748758	-0.818448138013625	0.192523776213295	-4.25115356716708	2.12672277040033e-05	0.000418377131587335
NM_013462	Adrb3	11556	0	NA	NA	NA	NA	NA
NM_009634	Adsl	11564	716.420661034053	0.474778162892303	0.108350525574456	4.38187226481007	1.17663789919653e-05	0.000262608918741031
NM_007421	Adssl1	11565	1224.35176737611	-0.171317215624133	0.10693594931218	-1.60205447023249	0.10914356488077	0.278168797378122
NM_007422	Adss	11566	1815.0330923156	0.137981950089413	0.131446681086375	1.04971802215944	0.293847775283381	0.524891804000738
